length	gene_names
298	c107896-g1
252	c107897-g1
290	c107898-g1
257	c107899-g1
459	c107900-g1
208	c107901-g1
218	c107902-g1
365	c107903-g1
208	c107904-g1
289	c107905-g1
204	c107906-g1
263	c107907-g1
224	c107908-g1
215	c107909-g1
215	c107910-g1
202	c107911-g1
201	c107912-g1
203	c107913-g1
255	c107914-g1
234	c107915-g1
209	c107916-g1
215	c107917-g1
1149	c107919-g1
473	c107920-g1
1143	c107921-g1
263	c107922-g1
344	c107923-g1
220	c107924-g1
250	c107925-g1
208	c107926-g1
261	c107927-g1
213	c107928-g1
208	c107929-g1
205	c107930-g1
253	c107931-g1
338	c107932-g1
237	c107933-g1
255	c107934-g1
249	c107935-g1
239	c107936-g1
225	c107937-g1
267	c107938-g1
305	c107939-g1
229	c107940-g1
249	c107941-g1
245	c107942-g1
296	c107944-g1
201	c107945-g1
419	c107946-g1
309	c107947-g1
202	c107948-g1
240	c107949-g1
231	c107950-g1
205	c107951-g1
262	c107953-g1
303	c107954-g1
657	c107955-g1
258	c107956-g1
215	c107957-g1
201	c107958-g1
307	c107959-g1
242	c107960-g1
210	c107961-g1
217	c107962-g1
214	c107963-g1
212	c107964-g1
239	c107965-g1
221	c107966-g1
225	c107968-g1
209	c107969-g1
318	c107970-g1
461	c107971-g1
210	c107972-g1
259	c107973-g1
201	c107976-g1
203	c107978-g1
225	c107979-g1
283	c107980-g1
221	c107981-g1
327	c107982-g1
216	c107983-g1
229	c107984-g1
255	c107986-g1
201	c107987-g1
241	c107988-g1
485	c107990-g1
326	c107991-g1
203	c107992-g1
262	c107993-g1
235	c107994-g1
294	c107995-g1
231	c107996-g1
234	c107997-g1
226	c107998-g1
367	c107999-g1
247	c108000-g1
226	c108003-g1
215	c108004-g1
287	c108007-g1
209	c108008-g1
243	c108010-g1
255	c108011-g1
390	c108012-g1
277	c108013-g1
209	c108014-g1
202	c108015-g1
1542	c108016-g1
224	c108017-g1
398	c108018-g1
619	c108019-g1
203	c108020-g1
267	c108021-g1
353	c108022-g1
266	c108023-g1
211	c108024-g1
253	c108025-g1
265	c108026-g1
311	c108027-g1
309	c108028-g1
221	c108029-g1
243	c108030-g1
245	c108031-g1
205	c108032-g1
214	c108033-g1
382	c108034-g1
851	c108035-g1
224	c108036-g1
332	c108037-g1
259	c108038-g1
250	c108039-g1
228	c108040-g1
220	c108041-g1
241	c108042-g1
234	c108043-g1
220	c108044-g1
239	c108045-g1
217	c108046-g1
254	c108047-g1
238	c108048-g1
678	c108049-g1
1010	c108050-g1
223	c108051-g1
280	c108052-g1
226	c108053-g1
249	c108054-g1
283	c108055-g1
405	c108056-g1
208	c108057-g1
225	c108058-g1
202	c108059-g1
239	c108060-g1
231	c108061-g1
278	c108062-g1
362	c108063-g1
258	c108064-g1
245	c108065-g1
231	c108066-g1
267	c108067-g1
240	c108068-g1
235	c108069-g1
257	c108070-g1
281	c108071-g1
243	c108072-g1
201	c108073-g1
212	c108075-g1
255	c108076-g1
216	c108077-g1
227	c108078-g1
208	c108080-g1
240	c108081-g1
218	c108082-g1
303	c108083-g1
233	c108084-g1
211	c108085-g1
285	c108086-g1
233	c108087-g1
225	c108088-g1
227	c108089-g1
305	c108090-g1
305	c108091-g1
208	c108092-g1
268	c108093-g1
321	c108094-g1
352	c108096-g1
202	c108098-g1
226	c108099-g1
201	c108100-g1
220	c108101-g1
295	c108102-g1
388	c108103-g1
201	c108104-g1
853	c108105-g1
353	c108106-g1
325	c108107-g1
220	c108108-g1
209	c108110-g1
235	c108111-g1
260	c108112-g1
341	c108113-g1
273	c108114-g1
202	c108115-g1
259	c108116-g1
261	c108117-g1
222	c108118-g1
282	c108119-g1
268	c108120-g1
290	c108121-g1
215	c108122-g1
206	c108123-g1
207	c108124-g1
239	c108125-g1
310	c108127-g1
383	c108128-g1
249	c108129-g1
321	c10812-g1
205	c108130-g1
213	c108131-g1
389	c108133-g1
2859	c108134-g1
201	c108135-g1
289	c108136-g1
256	c108137-g1
242	c108138-g1
328	c108139-g1
287	c108140-g1
214	c108141-g1
223	c108142-g1
305	c108143-g1
315	c108144-g1
249	c108145-g1
282	c108146-g1
289	c108147-g1
243	c108148-g1
212	c108149-g1
208	c108150-g1
206	c108151-g1
283	c108152-g1
340	c108153-g1
230	c108154-g1
226	c108155-g1
218	c108156-g1
433	c108157-g1
245	c108158-g1
315	c108159-g1
210	c108160-g1
237	c108161-g1
302	c108163-g1
253	c108164-g1
215	c108165-g1
222	c108166-g1
319	c108167-g1
288	c108168-g1
268	c108170-g1
385	c108171-g1
333	c108173-g1
271	c108174-g1
408	c108175-g1
270	c108176-g1
267	c108177-g1
225	c108179-g1
229	c108180-g1
232	c108181-g1
220	c108182-g1
224	c108183-g1
302	c108184-g1
213	c108185-g1
220	c108186-g1
318	c108187-g1
370	c108188-g1
203	c108189-g1
229	c108191-g1
225	c108192-g1
300	c108193-g1
257	c108194-g1
265	c108195-g1
222	c108196-g1
213	c108197-g1
212	c108199-g1
407	c108200-g1
215	c108201-g1
936	c108202-g1
265	c108203-g1
239	c108204-g1
357	c108205-g1
216	c108206-g1
236	c108207-g1
323	c108208-g1
258	c108209-g1
306	c108210-g1
238	c108211-g1
208	c108212-g1
221	c108213-g1
209	c108214-g1
211	c108215-g1
274	c108216-g1
277	c108217-g1
402	c108218-g1
293	c108220-g1
423	c108221-g1
208	c108222-g1
205	c108223-g1
550	c108224-g1
246	c108225-g1
202	c108226-g1
260	c108227-g1
247	c108228-g1
284	c108229-g1
261	c108230-g1
232	c108231-g1
348	c108232-g1
270	c108233-g1
218	c108234-g1
369	c108235-g1
271	c108236-g1
215	c108237-g1
358	c108238-g1
216	c108239-g1
325	c108240-g1
216	c108241-g1
350	c108242-g1
219	c108243-g1
273	c108244-g1
328	c108245-g1
241	c108246-g1
227	c108247-g1
414	c108248-g1
255	c108249-g1
230	c108250-g1
325	c108251-g1
246	c108252-g1
202	c108253-g1
347	c108254-g1
259	c108255-g1
234	c108257-g1
265	c108258-g1
272	c108260-g1
285	c108261-g1
278	c108262-g1
230	c108263-g1
240	c108264-g1
324	c108266-g1
252	c108267-g1
201	c108268-g1
773	c108269-g1
202	c108270-g1
237	c108271-g1
208	c108272-g1
242	c108273-g1
233	c108274-g1
216	c108275-g1
321	c108276-g1
339	c108277-g1
205	c108278-g1
238	c108279-g1
221	c108281-g1
332	c108282-g1
281	c108284-g1
282	c108286-g1
213	c108287-g1
337	c108288-g1
330	c108289-g1
270	c10828-g1
220	c108291-g1
353	c108292-g1
202	c108293-g1
257	c108294-g1
217	c108295-g1
220	c108296-g1
256	c108297-g1
205	c108298-g1
234	c108299-g1
258	c108300-g1
202	c108301-g1
333	c108302-g1
243	c108303-g1
497	c108304-g1
206	c108305-g1
202	c108306-g1
226	c108307-g1
274	c108308-g1
274	c108309-g1
222	c108310-g1
250	c108311-g1
223	c108312-g1
260	c108313-g1
242	c108315-g1
252	c108316-g1
250	c108317-g1
213	c108320-g1
349	c108321-g1
201	c108323-g1
225	c108324-g1
216	c108325-g1
254	c108326-g1
222	c108327-g1
329	c108328-g1
257	c108329-g1
206	c108330-g1
323	c108331-g1
11726	c108332-g1
228	c108333-g1
408	c108334-g1
411	c108335-g1
285	c108336-g1
208	c108337-g1
2196	c108338-g1
207	c108339-g1
209	c108340-g1
270	c108341-g1
244	c108342-g1
261	c108343-g1
237	c108344-g1
241	c108345-g1
219	c108346-g1
212	c108347-g1
432	c108348-g1
238	c108349-g1
209	c108350-g1
249	c108351-g1
243	c108352-g1
203	c108353-g1
250	c108354-g1
218	c108356-g1
214	c108357-g1
232	c108358-g1
234	c108359-g1
347	c108360-g1
253	c108362-g1
231	c108363-g1
286	c108365-g1
246	c108367-g1
315	c108368-g1
207	c108369-g1
280	c108370-g1
201	c108371-g1
259	c108372-g1
204	c108373-g1
221	c108374-g1
235	c108375-g1
296	c108376-g1
257	c108377-g1
255	c108378-g1
230	c108379-g1
260	c108380-g1
222	c108381-g1
248	c108383-g1
212	c108384-g1
232	c108385-g1
313	c108386-g1
268	c108387-g1
210	c108388-g1
237	c108389-g1
203	c108390-g1
225	c108391-g1
209	c108392-g1
249	c108393-g1
207	c108395-g1
436	c108396-g1
268	c108397-g1
221	c108398-g1
202	c108399-g1
243	c1083-g1
221	c108400-g1
228	c108401-g1
230	c108402-g1
270	c108403-g1
305	c108404-g1
244	c108405-g1
230	c108406-g1
206	c108407-g1
264	c108409-g1
236	c108410-g1
261	c108411-g1
277	c108412-g1
249	c108413-g1
280	c108414-g1
1529	c108415-g1
216	c108416-g1
202	c108417-g1
252	c108418-g1
252	c108419-g1
272	c108420-g1
359	c108421-g1
228	c108422-g1
217	c108423-g1
201	c108424-g1
287	c108425-g1
262	c108426-g1
240	c108427-g1
328	c108428-g1
202	c108429-g1
210	c108430-g1
210	c108431-g1
243	c108433-g1
783	c108434-g1
312	c108435-g1
236	c108436-g1
288	c108437-g1
270	c108438-g1
253	c108439-g1
208	c108440-g1
291	c108441-g1
226	c108442-g1
251	c108443-g1
245	c108444-g1
218	c108445-g1
238	c108446-g1
260	c108447-g1
244	c108448-g1
223	c108449-g1
204	c108450-g1
201	c108451-g1
252	c108452-g1
295	c108453-g1
208	c108454-g1
237	c108455-g1
341	c108456-g1
468	c108457-g1
323	c108458-g1
221	c108459-g1
202	c108460-g1
223	c108461-g1
279	c108462-g1
221	c108463-g1
364	c108464-g1
227	c108465-g1
222	c108466-g1
231	c108467-g1
271	c108468-g1
278	c108469-g1
281	c10846-g1
283	c108470-g1
265	c108472-g1
226	c108473-g1
208	c108474-g1
302	c108475-g1
202	c108477-g1
220	c108479-g1
314	c108480-g1
314	c108481-g1
323	c108482-g1
249	c108483-g1
227	c108485-g1
235	c108486-g1
231	c108487-g1
207	c108488-g1
276	c108489-g1
385	c10848-g1
201	c108490-g1
230	c108491-g1
220	c108492-g1
222	c108493-g1
281	c108494-g1
213	c108496-g1
228	c108497-g1
256	c108498-g1
259	c108499-g1
279	c108500-g1
203	c108501-g1
278	c108502-g1
213	c108503-g1
201	c108505-g1
242	c108506-g1
222	c108508-g1
306	c108509-g1
276	c108510-g1
293	c108511-g1
201	c108512-g1
242	c108513-g1
209	c108514-g1
241	c108515-g1
1617	c108516-g1
250	c108517-g1
433	c108518-g1
229	c108519-g1
300	c108520-g1
244	c108521-g1
262	c108522-g1
310	c108523-g1
418	c108524-g1
201	c108525-g1
225	c108526-g1
203	c108527-g1
202	c108528-g1
211	c108529-g1
224	c108530-g1
1082	c108531-g1
233	c108532-g1
232	c108533-g1
237	c108534-g1
228	c108535-g1
208	c108536-g1
286	c108537-g1
211	c108540-g1
224	c108541-g1
202	c108542-g1
226	c108543-g1
313	c108544-g1
242	c108545-g1
213	c108546-g1
218	c108547-g1
220	c108548-g1
320	c108549-g1
252	c108550-g1
223	c108553-g1
225	c108554-g1
223	c108555-g1
202	c108556-g1
218	c108557-g1
270	c108558-g1
315	c108559-g1
214	c108561-g1
237	c108562-g1
205	c108563-g1
233	c108564-g1
322	c108565-g1
243	c108566-g1
309	c108567-g1
255	c108569-g1
216	c108570-g1
225	c108571-g1
232	c108572-g1
311	c108573-g1
350	c108574-g1
252	c108575-g1
204	c108577-g1
234	c108579-g1
280	c108580-g1
251	c108581-g1
273	c108582-g1
237	c108583-g1
245	c108584-g1
228	c108585-g1
262	c108586-g1
245	c108587-g1
203	c108588-g1
340	c108589-g1
260	c108590-g1
226	c108591-g1
210	c108592-g1
368	c108593-g1
249	c108594-g1
317	c108595-g1
775	c108596-g1
352	c108597-g1
205	c108598-g1
245	c108599-g1
221	c108600-g1
233	c108601-g1
243	c108602-g1
284	c108603-g1
217	c108604-g1
203	c108605-g1
203	c108606-g1
270	c108607-g1
212	c108608-g1
207	c108609-g1
211	c108610-g1
210	c108611-g1
208	c108612-g1
216	c108613-g1
496	c108614-g1
249	c108616-g1
214	c108617-g1
231	c108618-g1
206	c108619-g1
255	c108620-g1
337	c108621-g1
205	c108623-g1
253	c108624-g1
233	c108627-g1
263	c108628-g1
361	c108629-g1
247	c108630-g1
210	c108631-g1
408	c108633-g1
250	c108634-g1
248	c108635-g1
319	c108636-g1
271	c108637-g1
234	c108638-g1
274	c108639-g1
367	c108640-g1
259	c108641-g1
267	c108642-g1
208	c108643-g1
220	c108644-g1
219	c108645-g1
233	c108646-g1
330	c108647-g1
223	c108648-g1
258	c108649-g1
263	c10864-g1
335	c108650-g1
209	c108651-g1
248	c108652-g1
224	c108653-g1
210	c108654-g1
232	c108655-g1
257	c108656-g1
202	c108657-g1
212	c108659-g1
225	c108660-g1
202	c108661-g1
254	c108662-g1
212	c108663-g1
323	c108664-g1
243	c108665-g1
260	c108666-g1
244	c108667-g1
375	c108668-g1
276	c108669-g1
370	c108670-g1
205	c108671-g1
348	c108672-g1
318	c108673-g1
219	c108675-g1
203	c108676-g1
286	c108677-g1
282	c108678-g1
287	c108679-g1
214	c108680-g1
274	c108681-g1
285	c108683-g1
201	c108685-g1
228	c108686-g1
201	c108687-g1
209	c108688-g1
219	c108689-g1
245	c108690-g1
229	c108691-g1
229	c108692-g1
302	c108693-g1
237	c108694-g1
231	c108695-g1
254	c108696-g1
526	c108697-g1
323	c108698-g1
322	c108699-g1
289	c108700-g1
241	c108702-g1
244	c108703-g1
245	c108704-g1
222	c108705-g1
226	c108706-g1
220	c108707-g1
297	c108708-g1
228	c108709-g1
201	c108710-g1
210	c108711-g1
294	c108712-g1
209	c108713-g1
255	c108714-g1
206	c108715-g1
302	c108716-g1
267	c108717-g1
237	c108718-g1
225	c108719-g1
243	c108720-g1
408	c108721-g1
212	c108722-g1
241	c108723-g1
219	c108724-g1
297	c108725-g1
239	c108726-g1
216	c108727-g1
220	c108728-g1
210	c108729-g1
223	c108730-g1
214	c108732-g1
277	c108733-g1
220	c108734-g1
236	c108735-g1
242	c108736-g1
237	c108737-g1
241	c108739-g1
202	c108740-g1
255	c108741-g1
260	c108742-g1
228	c108743-g1
2316	c108744-g1
251	c108745-g1
328	c108746-g1
205	c108747-g1
214	c108748-g1
300	c108749-g1
209	c108750-g1
265	c108751-g1
276	c108752-g1
229	c108753-g1
246	c108754-g1
370	c108755-g1
250	c108756-g1
1647	c108757-g1
226	c108758-g1
209	c108759-g1
253	c108760-g1
270	c108761-g1
229	c108763-g1
345	c108765-g1
237	c108766-g1
201	c108767-g1
249	c108768-g1
212	c108769-g1
334	c108770-g1
213	c108771-g1
225	c108772-g1
218	c108773-g1
214	c108774-g1
246	c108775-g1
258	c108776-g1
264	c108777-g1
212	c108779-g1
201	c108780-g1
289	c108781-g1
232	c108782-g1
237	c108783-g1
258	c108784-g1
223	c108785-g1
216	c108786-g1
273	c108787-g1
220	c108788-g1
201	c108789-g1
202	c108790-g1
245	c108791-g1
254	c108792-g1
201	c108793-g1
260	c108794-g1
233	c108795-g1
201	c108796-g1
201	c108797-g1
253	c108798-g1
221	c108799-g1
216	c108800-g1
279	c108801-g1
234	c108802-g1
257	c108803-g1
353	c108805-g1
217	c108806-g1
303	c108807-g1
204	c108808-g1
239	c108809-g1
276	c108810-g1
229	c108811-g1
204	c108812-g1
221	c108813-g1
252	c108814-g1
203	c108815-g1
201	c108816-g1
287	c108817-g1
299	c108818-g1
259	c108819-g1
279	c108820-g1
231	c108821-g1
208	c108822-g1
242	c108823-g1
220	c108824-g1
231	c108825-g1
202	c108826-g1
288	c108827-g1
211	c108828-g1
247	c108829-g1
264	c108830-g1
241	c108831-g1
203	c108832-g1
226	c108833-g1
272	c108834-g1
248	c108835-g1
207	c108837-g1
254	c108838-g1
208	c108839-g1
233	c108840-g1
248	c108841-g1
263	c108842-g1
321	c108843-g1
201	c108844-g1
429	c108845-g1
225	c108846-g1
244	c108847-g1
216	c108848-g1
227	c108849-g1
220	c108850-g1
221	c108851-g1
238	c108852-g1
217	c108853-g1
296	c108854-g1
216	c108856-g1
276	c108857-g1
201	c108858-g1
227	c108859-g1
271	c108860-g1
222	c108861-g1
272	c108862-g1
308	c108863-g1
219	c108864-g1
251	c108865-g1
213	c108866-g1
270	c108867-g1
405	c108868-g1
215	c108869-g1
207	c108870-g1
227	c108871-g1
202	c108872-g1
220	c108873-g1
220	c108874-g1
202	c108876-g1
280	c108877-g1
303	c108878-g1
255	c108879-g1
208	c10887-g1
217	c108880-g1
326	c108881-g1
227	c108882-g1
251	c108883-g1
292	c108884-g1
201	c108885-g1
244	c108886-g1
232	c108887-g1
227	c108888-g1
292	c108889-g1
248	c108890-g1
269	c108892-g1
259	c108893-g1
207	c108894-g1
209	c108895-g1
210	c108896-g1
229	c108898-g1
210	c108899-g1
278	c108900-g1
258	c108901-g1
208	c108902-g1
202	c108903-g1
212	c108904-g1
242	c108905-g1
285	c108906-g1
201	c108907-g1
376	c108909-g1
299	c108910-g1
245	c108911-g1
205	c108912-g1
215	c108913-g1
245	c108915-g1
207	c108916-g1
268	c108917-g1
213	c108918-g1
213	c108919-g1
249	c108920-g1
250	c108921-g1
216	c108922-g1
205	c108923-g1
254	c108924-g1
299	c108925-g1
277	c108926-g1
205	c108927-g1
1323	c108928-g1
228	c108929-g1
221	c108930-g1
225	c108931-g1
214	c108932-g1
271	c108933-g1
328	c108934-g1
232	c108935-g1
213	c108936-g1
201	c108937-g1
280	c108938-g1
202	c108940-g1
273	c108941-g1
208	c108942-g1
219	c108943-g1
243	c108944-g1
213	c108945-g1
203	c108946-g1
229	c108947-g1
212	c108948-g1
218	c108949-g1
207	c108950-g1
214	c108951-g1
222	c108952-g1
205	c108953-g1
244	c108954-g1
238	c108955-g1
209	c108956-g1
2041	c108957-g1
211	c108958-g1
260	c108959-g1
229	c108960-g1
264	c108961-g1
216	c108962-g1
205	c108963-g1
304	c108964-g1
283	c108965-g1
275	c108966-g1
261	c108967-g1
202	c108968-g1
242	c108969-g1
251	c108970-g1
258	c108971-g1
234	c108972-g1
213	c108973-g1
238	c108974-g1
202	c108975-g1
207	c108977-g1
211	c108978-g1
246	c108979-g1
207	c108980-g1
213	c108981-g1
266	c108982-g1
256	c108983-g1
259	c108984-g1
210	c108985-g1
226	c108986-g1
250	c108987-g1
212	c108988-g1
226	c108989-g1
227	c108990-g1
229	c108991-g1
229	c108992-g1
202	c108993-g1
327	c108995-g1
217	c108996-g1
209	c108997-g1
219	c108998-g1
201	c108999-g1
251	c109000-g1
240	c109001-g1
205	c109002-g1
207	c109003-g1
210	c109004-g1
201	c109005-g1
311	c109006-g1
245	c109007-g1
219	c109008-g1
201	c109009-g1
216	c109010-g1
225	c109011-g1
274	c109012-g1
331	c109013-g1
268	c109014-g1
261	c109015-g1
201	c109016-g1
217	c109017-g1
231	c109018-g1
202	c109019-g1
1944	c109020-g1
217	c109022-g1
273	c109023-g1
209	c109024-g1
209	c109025-g1
260	c109026-g1
208	c109027-g1
301	c109028-g1
266	c109030-g1
212	c109031-g1
236	c109032-g1
347	c109033-g1
235	c109034-g1
223	c109035-g1
201	c109036-g1
203	c109037-g1
201	c109038-g1
325	c109039-g1
209	c109040-g1
283	c109041-g1
252	c109042-g1
236	c109043-g1
240	c109044-g1
213	c109045-g1
250	c109047-g1
202	c109049-g1
265	c109050-g1
229	c109051-g1
232	c109052-g1
295	c109053-g1
209	c109054-g1
285	c109055-g1
258	c109056-g1
398	c109057-g1
204	c109058-g1
211	c109059-g1
229	c109060-g1
236	c109061-g1
302	c109062-g1
362	c109063-g1
280	c109064-g1
204	c109065-g1
235	c109066-g1
212	c109067-g1
221	c109068-g1
241	c109069-g1
248	c109071-g1
218	c109072-g1
230	c109073-g1
206	c109074-g1
214	c109075-g1
269	c109076-g1
315	c109077-g1
327	c109078-g1
227	c109079-g1
232	c109080-g1
298	c109081-g1
264	c109082-g1
224	c109083-g1
476	c109084-g1
205	c109085-g1
324	c109086-g1
267	c109087-g1
232	c109088-g1
201	c109089-g1
208	c109090-g1
207	c109091-g1
246	c109093-g1
210	c109094-g1
240	c109096-g1
280	c109097-g1
314	c109098-g1
201	c109101-g1
242	c109102-g1
324	c109103-g1
240	c109104-g1
234	c109106-g1
1701	c109107-g1
229	c109108-g1
208	c109109-g1
450	c10910-g1
237	c109110-g1
268	c109112-g1
261	c109113-g1
213	c109114-g1
240	c109116-g1
260	c109118-g1
215	c109119-g1
249	c109120-g1
202	c109121-g1
221	c109122-g1
203	c109123-g1
221	c109125-g1
264	c109126-g1
256	c109128-g1
241	c109129-g1
287	c109130-g1
243	c109131-g1
209	c109132-g1
209	c109134-g1
203	c109135-g1
231	c109136-g1
220	c109137-g1
209	c109138-g1
212	c109139-g1
214	c109140-g1
239	c109141-g1
270	c109142-g1
220	c109144-g1
234	c109145-g1
229	c109146-g1
357	c109147-g1
264	c109148-g1
278	c109149-g1
279	c109150-g1
219	c109151-g1
210	c109152-g1
256	c109153-g1
240	c109154-g1
259	c109155-g1
203	c109157-g1
229	c109158-g1
276	c109159-g1
230	c109160-g1
219	c109161-g1
221	c109162-g1
203	c109163-g1
286	c109164-g1
207	c109165-g1
232	c109166-g1
271	c109167-g1
202	c109168-g1
227	c109169-g1
210	c109170-g1
316	c109171-g1
241	c109173-g1
204	c109174-g1
206	c109175-g1
234	c109176-g1
223	c109177-g1
265	c109178-g1
207	c109179-g1
243	c109180-g1
235	c109181-g1
217	c109182-g1
221	c109183-g1
244	c109184-g1
273	c109185-g1
207	c109186-g1
235	c109187-g1
281	c109190-g1
249	c109191-g1
208	c109193-g1
203	c109194-g1
220	c109195-g1
216	c109196-g1
203	c109197-g1
203	c109198-g1
214	c109199-g1
216	c109200-g1
201	c109201-g1
234	c109202-g1
246	c109203-g1
256	c109204-g1
454	c109206-g1
239	c109207-g1
241	c109208-g1
224	c109209-g1
205	c109210-g1
206	c109213-g1
225	c109214-g1
216	c109215-g1
247	c109216-g1
202	c109218-g1
242	c109219-g1
219	c109220-g1
306	c109221-g1
245	c109222-g1
250	c109223-g1
208	c109224-g1
203	c109225-g1
250	c109226-g1
228	c109227-g1
224	c109228-g1
229	c109229-g1
205	c109231-g1
201	c109232-g1
230	c109233-g1
220	c109235-g1
202	c109236-g1
215	c109237-g1
306	c109238-g1
231	c109239-g1
302	c109242-g1
243	c109243-g1
209	c109244-g1
202	c109246-g1
229	c109247-g1
204	c109248-g1
326	c109249-g1
313	c109250-g1
228	c109251-g1
207	c109252-g1
302	c109253-g1
213	c109254-g1
211	c109255-g1
212	c109256-g1
201	c109257-g1
226	c109258-g1
207	c109259-g1
213	c109261-g1
213	c109262-g1
245	c109263-g1
217	c109264-g1
285	c109265-g1
201	c109266-g1
228	c109267-g1
201	c109268-g1
294	c109269-g1
262	c109271-g1
315	c109272-g1
238	c109274-g1
344	c109275-g1
294	c109276-g1
201	c109277-g1
205	c109278-g1
214	c109279-g1
201	c109280-g1
258	c109281-g1
214	c109282-g1
232	c109283-g1
240	c109284-g1
315	c109285-g1
246	c109286-g1
209	c109287-g1
201	c109288-g1
213	c109289-g1
214	c10928-g1
224	c109290-g1
202	c109291-g1
216	c109292-g1
216	c109293-g1
329	c109294-g1
286	c109295-g1
278	c109296-g1
202	c109297-g1
261	c109298-g1
222	c109299-g1
210	c109300-g1
289	c109301-g1
204	c109302-g1
275	c109303-g1
283	c109304-g1
256	c109305-g1
201	c109306-g1
225	c109307-g1
212	c109309-g1
268	c109310-g1
201	c109311-g1
288	c109312-g1
222	c109313-g1
215	c109314-g1
247	c109315-g1
206	c109316-g1
269	c109318-g1
305	c109319-g1
217	c109320-g1
202	c109322-g1
205	c109323-g1
232	c109325-g1
234	c109327-g1
215	c109328-g1
236	c109329-g1
253	c109330-g1
205	c109331-g1
385	c109332-g1
245	c109333-g1
216	c109334-g1
243	c109335-g1
343	c109336-g1
209	c109337-g1
201	c109339-g1
215	c109340-g1
276	c109344-g1
247	c109345-g1
2608	c109346-g1
203	c109348-g1
278	c109350-g1
217	c109351-g1
250	c109352-g1
227	c109353-g1
441	c109355-g1
285	c109356-g1
249	c109357-g1
201	c109358-g1
272	c109359-g1
221	c109361-g1
227	c109362-g1
215	c109364-g1
218	c109365-g1
204	c109366-g1
260	c109367-g1
208	c109368-g1
285	c109369-g1
224	c109370-g1
269	c109372-g1
202	c109373-g1
208	c109374-g1
274	c109375-g1
254	c109376-g1
203	c109377-g1
226	c109378-g1
262	c109379-g1
202	c109381-g1
218	c109383-g1
240	c109384-g1
227	c109385-g1
223	c109386-g1
216	c109388-g1
222	c109389-g1
211	c109390-g1
202	c109391-g1
220	c109392-g1
238	c109393-g1
231	c109394-g1
258	c109395-g1
229	c109396-g1
228	c109397-g1
234	c109398-g1
211	c109399-g1
283	c109400-g1
218	c109403-g1
256	c109404-g1
201	c109405-g1
329	c109406-g1
236	c109407-g1
212	c109408-g1
208	c109409-g1
206	c109410-g1
280	c109411-g1
234	c109412-g1
266	c109413-g1
215	c109414-g1
210	c109416-g1
203	c109417-g1
203	c109418-g1
218	c109420-g1
202	c109421-g1
378	c109423-g1
253	c109425-g1
234	c109426-g1
249	c109427-g1
283	c109429-g1
212	c109430-g1
261	c109431-g1
313	c109432-g1
257	c109435-g1
230	c109436-g1
204	c109437-g1
255	c109438-g1
275	c109439-g1
211	c109442-g1
340	c109443-g1
204	c109444-g1
220	c109445-g1
253	c109446-g1
201	c109447-g1
215	c109448-g1
234	c109449-g1
341	c109450-g1
246	c109452-g1
205	c109453-g1
210	c109455-g1
201	c109456-g1
215	c109457-g1
233	c109458-g1
237	c109459-g1
207	c109460-g1
201	c109461-g1
221	c109462-g1
324	c109463-g1
213	c109464-g1
249	c109465-g1
201	c109466-g1
298	c109467-g1
202	c109469-g1
239	c109470-g1
254	c109471-g1
256	c109472-g1
260	c109473-g1
246	c109474-g1
206	c109475-g1
220	c109476-g1
226	c109477-g1
219	c109478-g1
211	c109479-g1
223	c109480-g1
276	c109481-g1
223	c109483-g1
201	c109484-g1
265	c109485-g1
206	c109486-g1
216	c109487-g1
250	c109488-g1
202	c109489-g1
232	c109490-g1
258	c109491-g1
296	c109492-g1
234	c109493-g1
234	c109494-g1
209	c109495-g1
201	c109496-g1
208	c109497-g1
217	c109498-g1
227	c109499-g1
244	c109500-g1
236	c109502-g1
210	c109503-g1
201	c109504-g1
258	c109505-g1
304	c109506-g1
204	c109507-g1
201	c109508-g1
362	c109509-g1
289	c109510-g1
238	c109512-g1
201	c109513-g1
224	c109514-g1
230	c109515-g1
220	c109516-g1
271	c109519-g1
249	c109521-g1
298	c109522-g1
284	c109523-g1
226	c109524-g1
202	c109525-g1
204	c109526-g1
215	c109527-g1
213	c109528-g1
231	c109529-g1
201	c109530-g1
212	c109531-g1
222	c109533-g1
209	c109534-g1
221	c109535-g1
210	c109536-g1
220	c109537-g1
271	c109538-g1
212	c109539-g1
201	c109540-g1
250	c109541-g1
264	c109542-g1
302	c109543-g1
214	c109544-g1
203	c109545-g1
209	c109546-g1
240	c109547-g1
238	c109548-g1
203	c109549-g1
228	c109550-g1
278	c109551-g1
206	c109552-g1
242	c109553-g1
274	c109554-g1
212	c109555-g1
205	c109556-g1
301	c109557-g1
201	c109558-g1
240	c109561-g1
256	c109563-g1
218	c109564-g1
267	c109565-g1
207	c109566-g1
256	c109567-g1
246	c109568-g1
217	c109569-g1
215	c109570-g1
201	c109571-g1
259	c109572-g1
237	c109573-g1
216	c109574-g1
202	c109575-g1
229	c109576-g1
237	c109577-g1
304	c109578-g1
300	c109579-g1
234	c109580-g1
204	c109582-g1
252	c109583-g1
274	c109584-g1
222	c109585-g1
265	c109586-g1
391	c109587-g1
303	c109588-g1
211	c109589-g1
201	c10958-g1
225	c109590-g1
201	c109591-g1
217	c109592-g1
229	c109593-g1
216	c109594-g1
228	c109595-g1
210	c109596-g1
221	c109597-g1
225	c109598-g1
226	c109599-g1
210	c109600-g1
272	c109601-g1
223	c109602-g1
